"","country","year","series","value"
"1642","Republic of Korea",2018,"Tourist/visitor arrivals (thousands)",15347
"1643","Republic of Korea",1995,"Tourism expenditure (millions of US dollars)",6670
"1644","Republic of Korea",2005,"Tourism expenditure (millions of US dollars)",8282
"1645","Republic of Korea",2010,"Tourism expenditure (millions of US dollars)",14315
"1646","Republic of Korea",2016,"Tourism expenditure (millions of US dollars)",20924
"1647","Republic of Korea",2017,"Tourism expenditure (millions of US dollars)",17173
"1648","Republic of Korea",2018,"Tourism expenditure (millions of US dollars)",19856
"1649","Republic of Moldova",2005,"Tourist/visitor arrivals (thousands)",67
"1650","Republic of Moldova",2010,"Tourist/visitor arrivals (thousands)",64
"1651","Republic of Moldova",2016,"Tourist/visitor arrivals (thousands)",121
"1652","Republic of Moldova",2017,"Tourist/visitor arrivals (thousands)",145
"1653","Republic of Moldova",2018,"Tourist/visitor arrivals (thousands)",160
"1654","Republic of Moldova",1995,"Tourism expenditure (millions of US dollars)",71
"1655","Republic of Moldova",2005,"Tourism expenditure (millions of US dollars)",138
"1656","Republic of Moldova",2010,"Tourism expenditure (millions of US dollars)",222
"1657","Republic of Moldova",2016,"Tourism expenditure (millions of US dollars)",344
"1658","Republic of Moldova",2017,"Tourism expenditure (millions of US dollars)",443
"1659","Republic of Moldova",2018,"Tourism expenditure (millions of US dollars)",500
"1660","Réunion",1995,"Tourist/visitor arrivals (thousands)",304
"1661","Réunion",2005,"Tourist/visitor arrivals (thousands)",409
"1662","Réunion",2010,"Tourist/visitor arrivals (thousands)",420
"1663","Réunion",2016,"Tourist/visitor arrivals (thousands)",458
"1664","Réunion",2017,"Tourist/visitor arrivals (thousands)",508
"1665","Réunion",2018,"Tourist/visitor arrivals (thousands)",535
"1666","Réunion",1995,"Tourism expenditure (millions of US dollars)",216
"1667","Réunion",2005,"Tourism expenditure (millions of US dollars)",364
"1668","Réunion",2010,"Tourism expenditure (millions of US dollars)",392
"1669","Réunion",2016,"Tourism expenditure (millions of US dollars)",343
"1670","Réunion",2017,"Tourism expenditure (millions of US dollars)",427
"1671","Réunion",2018,"Tourism expenditure (millions of US dollars)",495
"1672","Romania",1995,"Tourist/visitor arrivals (thousands)",5445
"1673","Romania",2005,"Tourist/visitor arrivals (thousands)",5839
"1674","Romania",2010,"Tourist/visitor arrivals (thousands)",7498
"1675","Romania",2016,"Tourist/visitor arrivals (thousands)",10223
"1676","Romania",2017,"Tourist/visitor arrivals (thousands)",10926
"1677","Romania",2018,"Tourist/visitor arrivals (thousands)",11720
"1678","Romania",1995,"Tourism expenditure (millions of US dollars)",689
"1679","Romania",2005,"Tourism expenditure (millions of US dollars)",1324
"1680","Romania",2010,"Tourism expenditure (millions of US dollars)",1631
"1681","Romania",2016,"Tourism expenditure (millions of US dollars)",2172
"1682","Romania",2017,"Tourism expenditure (millions of US dollars)",3008
"1683","Romania",2018,"Tourism expenditure (millions of US dollars)",3261
"1684","Russian Federation",1995,"Tourist/visitor arrivals (thousands)",10290
"1685","Russian Federation",2005,"Tourist/visitor arrivals (thousands)",22201
"1686","Russian Federation",2010,"Tourist/visitor arrivals (thousands)",22281
"1687","Russian Federation",2016,"Tourist/visitor arrivals (thousands)",24571
"1688","Russian Federation",2017,"Tourist/visitor arrivals (thousands)",24390
"1689","Russian Federation",2018,"Tourist/visitor arrivals (thousands)",24551
"1690","Russian Federation",2005,"Tourism expenditure (millions of US dollars)",7805
"1691","Russian Federation",2010,"Tourism expenditure (millions of US dollars)",13239
"1692","Russian Federation",2016,"Tourism expenditure (millions of US dollars)",12822
"1693","Russian Federation",2017,"Tourism expenditure (millions of US dollars)",14983
"1694","Russian Federation",2018,"Tourism expenditure (millions of US dollars)",18670
"1695","Rwanda",2010,"Tourist/visitor arrivals (thousands)",504
"1696","Rwanda",2016,"Tourist/visitor arrivals (thousands)",932
"1697","Rwanda",1995,"Tourism expenditure (millions of US dollars)",4
"1698","Rwanda",2005,"Tourism expenditure (millions of US dollars)",67
"1699","Rwanda",2010,"Tourism expenditure (millions of US dollars)",224
"1700","Rwanda",2016,"Tourism expenditure (millions of US dollars)",443
"1701","Rwanda",2017,"Tourism expenditure (millions of US dollars)",548
"1702","Rwanda",2018,"Tourism expenditure (millions of US dollars)",528
"1703","Saba",1995,"Tourist/visitor arrivals (thousands)",10
"1704","Saba",2005,"Tourist/visitor arrivals (thousands)",11.5
"1705","Saba",2010,"Tourist/visitor arrivals (thousands)",12.3
"1706","Saint Kitts and Nevis",1995,"Tourist/visitor arrivals (thousands)",79
"1707","Saint Kitts and Nevis",2005,"Tourist/visitor arrivals (thousands)",141
"1708","Saint Kitts and Nevis",2010,"Tourist/visitor arrivals (thousands)",98
"1709","Saint Kitts and Nevis",2016,"Tourist/visitor arrivals (thousands)",116
"1710","Saint Kitts and Nevis",2017,"Tourist/visitor arrivals (thousands)",115
"1711","Saint Kitts and Nevis",2018,"Tourist/visitor arrivals (thousands)",125
"1712","Saint Kitts and Nevis",1995,"Tourism expenditure (millions of US dollars)",63
"1713","Saint Kitts and Nevis",2005,"Tourism expenditure (millions of US dollars)",121
"1714","Saint Kitts and Nevis",2010,"Tourism expenditure (millions of US dollars)",90
"1715","Saint Kitts and Nevis",2016,"Tourism expenditure (millions of US dollars)",332
"1716","Saint Kitts and Nevis",2017,"Tourism expenditure (millions of US dollars)",355
"1717","Saint Kitts and Nevis",2018,"Tourism expenditure (millions of US dollars)",367
"1718","Saint Lucia",1995,"Tourist/visitor arrivals (thousands)",231
"1719","Saint Lucia",2005,"Tourist/visitor arrivals (thousands)",318
"1720","Saint Lucia",2010,"Tourist/visitor arrivals (thousands)",306
"1721","Saint Lucia",2016,"Tourist/visitor arrivals (thousands)",348
"1722","Saint Lucia",2017,"Tourist/visitor arrivals (thousands)",386
"1723","Saint Lucia",2018,"Tourist/visitor arrivals (thousands)",395
"1724","Saint Lucia",1995,"Tourism expenditure (millions of US dollars)",230
"1725","Saint Lucia",2005,"Tourism expenditure (millions of US dollars)",382
"1726","Saint Lucia",2010,"Tourism expenditure (millions of US dollars)",309
"1727","Saint Lucia",2016,"Tourism expenditure (millions of US dollars)",776
"1728","Saint Lucia",2017,"Tourism expenditure (millions of US dollars)",875
"1729","Saint Lucia",2018,"Tourism expenditure (millions of US dollars)",989
"1730","Saint Vincent & Grenadines",1995,"Tourist/visitor arrivals (thousands)",60
"1731","Saint Vincent & Grenadines",2005,"Tourist/visitor arrivals (thousands)",96
"1732","Saint Vincent & Grenadines",2010,"Tourist/visitor arrivals (thousands)",72
"1733","Saint Vincent & Grenadines",2016,"Tourist/visitor arrivals (thousands)",79
"1734","Saint Vincent & Grenadines",2017,"Tourist/visitor arrivals (thousands)",76
"1735","Saint Vincent & Grenadines",2018,"Tourist/visitor arrivals (thousands)",80
"1736","Saint Vincent & Grenadines",1995,"Tourism expenditure (millions of US dollars)",53
"1737","Saint Vincent & Grenadines",2005,"Tourism expenditure (millions of US dollars)",104
"1738","Saint Vincent & Grenadines",2010,"Tourism expenditure (millions of US dollars)",86
"1739","Saint Vincent & Grenadines",2016,"Tourism expenditure (millions of US dollars)",216
"1740","Saint Vincent & Grenadines",2017,"Tourism expenditure (millions of US dollars)",211
"1741","Saint Vincent & Grenadines",2018,"Tourism expenditure (millions of US dollars)",235
"1742","Samoa",1995,"Tourist/visitor arrivals (thousands)",68
"1743","Samoa",2005,"Tourist/visitor arrivals (thousands)",102
"1744","Samoa",2010,"Tourist/visitor arrivals (thousands)",122
"1745","Samoa",2016,"Tourist/visitor arrivals (thousands)",134
"1746","Samoa",2017,"Tourist/visitor arrivals (thousands)",146
"1747","Samoa",2018,"Tourist/visitor arrivals (thousands)",164
"1748","Samoa",1995,"Tourism expenditure (millions of US dollars)",35.6994
"1749","Samoa",2005,"Tourism expenditure (millions of US dollars)",73.8
"1750","Samoa",2010,"Tourism expenditure (millions of US dollars)",123.7
"1751","Samoa",2016,"Tourism expenditure (millions of US dollars)",148.7
"1752","Samoa",2017,"Tourism expenditure (millions of US dollars)",167
"1753","Samoa",2018,"Tourism expenditure (millions of US dollars)",191.3
"1754","San Marino",1995,"Tourist/visitor arrivals (thousands)",28
"1755","San Marino",2005,"Tourist/visitor arrivals (thousands)",50
"1756","San Marino",2010,"Tourist/visitor arrivals (thousands)",120
"1757","San Marino",2016,"Tourist/visitor arrivals (thousands)",60
"1758","San Marino",2017,"Tourist/visitor arrivals (thousands)",78
"1759","San Marino",2018,"Tourist/visitor arrivals (thousands)",84
"1760","Sao Tome and Principe",1995,"Tourist/visitor arrivals (thousands)",6.2
"1761","Sao Tome and Principe",2005,"Tourist/visitor arrivals (thousands)",15.8
"1762","Sao Tome and Principe",2010,"Tourist/visitor arrivals (thousands)",8
"1763","Sao Tome and Principe",2016,"Tourist/visitor arrivals (thousands)",28.9
"1764","Sao Tome and Principe",2017,"Tourist/visitor arrivals (thousands)",28.9
"1765","Sao Tome and Principe",2018,"Tourist/visitor arrivals (thousands)",33.4
"1766","Sao Tome and Principe",2016,"Tourism expenditure (millions of US dollars)",69.1
"1767","Sao Tome and Principe",2017,"Tourism expenditure (millions of US dollars)",65.9
"1768","Sao Tome and Principe",2018,"Tourism expenditure (millions of US dollars)",71.9
"1769","Saudi Arabia",1995,"Tourist/visitor arrivals (thousands)",3325
"1770","Saudi Arabia",2005,"Tourist/visitor arrivals (thousands)",8037
"1771","Saudi Arabia",2010,"Tourist/visitor arrivals (thousands)",10850
"1772","Saudi Arabia",2016,"Tourist/visitor arrivals (thousands)",18044
"1773","Saudi Arabia",2017,"Tourist/visitor arrivals (thousands)",16109
"1774","Saudi Arabia",2018,"Tourist/visitor arrivals (thousands)",15334
"1775","Saudi Arabia",2010,"Tourism expenditure (millions of US dollars)",7536
"1776","Saudi Arabia",2016,"Tourism expenditure (millions of US dollars)",13438
"1777","Saudi Arabia",2017,"Tourism expenditure (millions of US dollars)",15020
"1778","Saudi Arabia",2018,"Tourism expenditure (millions of US dollars)",16975
"1779","Senegal",2005,"Tourist/visitor arrivals (thousands)",769
"1780","Senegal",2010,"Tourist/visitor arrivals (thousands)",900
"1781","Senegal",2016,"Tourist/visitor arrivals (thousands)",1210
"1782","Senegal",2017,"Tourist/visitor arrivals (thousands)",1365
"1783","Senegal",1995,"Tourism expenditure (millions of US dollars)",168.1803
"1784","Senegal",2005,"Tourism expenditure (millions of US dollars)",334
"1785","Senegal",2010,"Tourism expenditure (millions of US dollars)",464
"1786","Senegal",2016,"Tourism expenditure (millions of US dollars)",438
"1787","Senegal",2017,"Tourism expenditure (millions of US dollars)",468
"1788","Serbia",2005,"Tourist/visitor arrivals (thousands)",453
"1789","Serbia",2010,"Tourist/visitor arrivals (thousands)",683
"1790","Serbia",2016,"Tourist/visitor arrivals (thousands)",1281
"1791","Serbia",2017,"Tourist/visitor arrivals (thousands)",1497
"1792","Serbia",2018,"Tourist/visitor arrivals (thousands)",1711
"1793","Serbia",2005,"Tourism expenditure (millions of US dollars)",308
"1794","Serbia",2010,"Tourism expenditure (millions of US dollars)",950
"1795","Serbia",2016,"Tourism expenditure (millions of US dollars)",1461
"1796","Serbia",2017,"Tourism expenditure (millions of US dollars)",1706
"1797","Serbia",2018,"Tourism expenditure (millions of US dollars)",1921
"1798","Seychelles",1995,"Tourist/visitor arrivals (thousands)",121
"1799","Seychelles",2005,"Tourist/visitor arrivals (thousands)",129
"1800","Seychelles",2010,"Tourist/visitor arrivals (thousands)",175
"1801","Seychelles",2016,"Tourist/visitor arrivals (thousands)",303
"1802","Seychelles",2017,"Tourist/visitor arrivals (thousands)",350
"1803","Seychelles",2018,"Tourist/visitor arrivals (thousands)",362
"1804","Seychelles",1995,"Tourism expenditure (millions of US dollars)",224
"1805","Seychelles",2005,"Tourism expenditure (millions of US dollars)",269
"1806","Seychelles",2010,"Tourism expenditure (millions of US dollars)",352
"1807","Seychelles",2016,"Tourism expenditure (millions of US dollars)",505
"1808","Seychelles",2017,"Tourism expenditure (millions of US dollars)",585
"1809","Seychelles",2018,"Tourism expenditure (millions of US dollars)",611
"1810","Sierra Leone",1995,"Tourist/visitor arrivals (thousands)",13.8
"1811","Sierra Leone",2005,"Tourist/visitor arrivals (thousands)",40
"1812","Sierra Leone",2010,"Tourist/visitor arrivals (thousands)",39
"1813","Sierra Leone",2016,"Tourist/visitor arrivals (thousands)",55
"1814","Sierra Leone",2017,"Tourist/visitor arrivals (thousands)",51
"1815","Sierra Leone",2018,"Tourist/visitor arrivals (thousands)",57
"1816","Sierra Leone",1995,"Tourism expenditure (millions of US dollars)",57
"1817","Sierra Leone",2005,"Tourism expenditure (millions of US dollars)",64
"1818","Sierra Leone",2010,"Tourism expenditure (millions of US dollars)",26
"1819","Sierra Leone",2016,"Tourism expenditure (millions of US dollars)",41
"1820","Sierra Leone",2017,"Tourism expenditure (millions of US dollars)",39
"1821","Sierra Leone",2018,"Tourism expenditure (millions of US dollars)",39
"1822","Singapore",1995,"Tourist/visitor arrivals (thousands)",6070
"1823","Singapore",2005,"Tourist/visitor arrivals (thousands)",7079
"1824","Singapore",2010,"Tourist/visitor arrivals (thousands)",9161
"1825","Singapore",2016,"Tourist/visitor arrivals (thousands)",12913
"1826","Singapore",2017,"Tourist/visitor arrivals (thousands)",13903
"1827","Singapore",2018,"Tourist/visitor arrivals (thousands)",14673
"1828","Singapore",1995,"Tourism expenditure (millions of US dollars)",7611
"1829","Singapore",2005,"Tourism expenditure (millions of US dollars)",6209
"1830","Singapore",2010,"Tourism expenditure (millions of US dollars)",14178
"1831","Singapore",2016,"Tourism expenditure (millions of US dollars)",18944
"1832","Singapore",2017,"Tourism expenditure (millions of US dollars)",19891
"1833","Singapore",2018,"Tourism expenditure (millions of US dollars)",20416
"1834","Sint Eustatius",1995,"Tourist/visitor arrivals (thousands)",8.8
"1835","Sint Eustatius",2005,"Tourist/visitor arrivals (thousands)",10.4
"1836","Sint Eustatius",2010,"Tourist/visitor arrivals (thousands)",11.4
"1837","Sint Maarten (Dutch part)",1995,"Tourist/visitor arrivals (thousands)",460
"1838","Sint Maarten (Dutch part)",2005,"Tourist/visitor arrivals (thousands)",468
"1839","Sint Maarten (Dutch part)",2010,"Tourist/visitor arrivals (thousands)",443
"1840","Sint Maarten (Dutch part)",2016,"Tourist/visitor arrivals (thousands)",528
"1841","Sint Maarten (Dutch part)",2017,"Tourist/visitor arrivals (thousands)",402
"1842","Sint Maarten (Dutch part)",2018,"Tourist/visitor arrivals (thousands)",178
"1843","Sint Maarten (Dutch part)",2010,"Tourism expenditure (millions of US dollars)",681
"1844","Sint Maarten (Dutch part)",2016,"Tourism expenditure (millions of US dollars)",871
"1845","Sint Maarten (Dutch part)",2017,"Tourism expenditure (millions of US dollars)",646
"1846","Sint Maarten (Dutch part)",2018,"Tourism expenditure (millions of US dollars)",468
"1847","Slovakia",1995,"Tourist/visitor arrivals (thousands)",903
"1848","Slovakia",2005,"Tourist/visitor arrivals (thousands)",1515
"1849","Slovakia",2010,"Tourist/visitor arrivals (thousands)",1327
"1850","Slovakia",2016,"Tourist/visitor arrivals (thousands)",2027
"1851","Slovakia",2017,"Tourist/visitor arrivals (thousands)",2162
"1852","Slovakia",2018,"Tourist/visitor arrivals (thousands)",2256
"1853","Slovakia",1995,"Tourism expenditure (millions of US dollars)",630
"1854","Slovakia",2005,"Tourism expenditure (millions of US dollars)",1282
"1855","Slovakia",2010,"Tourism expenditure (millions of US dollars)",2334
"1856","Slovakia",2016,"Tourism expenditure (millions of US dollars)",2812
"1857","Slovakia",2017,"Tourism expenditure (millions of US dollars)",3024
"1858","Slovakia",2018,"Tourism expenditure (millions of US dollars)",3318
"1859","Slovenia",1995,"Tourist/visitor arrivals (thousands)",732
"1860","Slovenia",2005,"Tourist/visitor arrivals (thousands)",1555
"1861","Slovenia",2010,"Tourist/visitor arrivals (thousands)",2049
"1862","Slovenia",2016,"Tourist/visitor arrivals (thousands)",3397
"1863","Slovenia",2017,"Tourist/visitor arrivals (thousands)",3991
"1864","Slovenia",2018,"Tourist/visitor arrivals (thousands)",4425
"1865","Slovenia",1995,"Tourism expenditure (millions of US dollars)",1128
"1866","Slovenia",2005,"Tourism expenditure (millions of US dollars)",1894
"1867","Slovenia",2010,"Tourism expenditure (millions of US dollars)",2808
"1868","Slovenia",2016,"Tourism expenditure (millions of US dollars)",2717
"1869","Slovenia",2017,"Tourism expenditure (millions of US dollars)",3057
"1870","Slovenia",2018,"Tourism expenditure (millions of US dollars)",3378
"1871","Solomon Islands",1995,"Tourist/visitor arrivals (thousands)",11.8
"1872","Solomon Islands",2005,"Tourist/visitor arrivals (thousands)",9.4
"1873","Solomon Islands",2010,"Tourist/visitor arrivals (thousands)",20.5
"1874","Solomon Islands",2016,"Tourist/visitor arrivals (thousands)",23.2
"1875","Solomon Islands",2017,"Tourist/visitor arrivals (thousands)",25.7
"1876","Solomon Islands",2018,"Tourist/visitor arrivals (thousands)",27.9
"1877","Solomon Islands",1995,"Tourism expenditure (millions of US dollars)",17.1
"1878","Solomon Islands",2005,"Tourism expenditure (millions of US dollars)",6.4
"1879","Solomon Islands",2010,"Tourism expenditure (millions of US dollars)",50.8
"1880","Solomon Islands",2016,"Tourism expenditure (millions of US dollars)",71
"1881","Solomon Islands",2017,"Tourism expenditure (millions of US dollars)",79
"1882","Solomon Islands",2018,"Tourism expenditure (millions of US dollars)",92
"1883","South Africa",1995,"Tourist/visitor arrivals (thousands)",4488
"1884","South Africa",2005,"Tourist/visitor arrivals (thousands)",7369
"1885","South Africa",2010,"Tourist/visitor arrivals (thousands)",8074
"1886","South Africa",2016,"Tourist/visitor arrivals (thousands)",10044
"1887","South Africa",2017,"Tourist/visitor arrivals (thousands)",10285
"1888","South Africa",2018,"Tourist/visitor arrivals (thousands)",10472
"1889","South Africa",1995,"Tourism expenditure (millions of US dollars)",2654
"1890","South Africa",2005,"Tourism expenditure (millions of US dollars)",8629
"1891","South Africa",2010,"Tourism expenditure (millions of US dollars)",10309
"1892","South Africa",2016,"Tourism expenditure (millions of US dollars)",8807
"1893","South Africa",2017,"Tourism expenditure (millions of US dollars)",9706
"1894","South Africa",2018,"Tourism expenditure (millions of US dollars)",9789
"1895","South Sudan",2016,"Tourism expenditure (millions of US dollars)",23.5
"1896","South Sudan",2017,"Tourism expenditure (millions of US dollars)",26
"1897","South Sudan",2018,"Tourism expenditure (millions of US dollars)",12
"1898","Spain",1995,"Tourist/visitor arrivals (thousands)",32971
"1899","Spain",2005,"Tourist/visitor arrivals (thousands)",55914
"1900","Spain",2010,"Tourist/visitor arrivals (thousands)",52677
"1901","Spain",2016,"Tourist/visitor arrivals (thousands)",75315
"1902","Spain",2017,"Tourist/visitor arrivals (thousands)",81869
"1903","Spain",2018,"Tourist/visitor arrivals (thousands)",82773
"1904","Spain",1995,"Tourism expenditure (millions of US dollars)",25368
"1905","Spain",2005,"Tourism expenditure (millions of US dollars)",51959
"1906","Spain",2010,"Tourism expenditure (millions of US dollars)",58348
"1907","Spain",2016,"Tourism expenditure (millions of US dollars)",66982
"1908","Spain",2017,"Tourism expenditure (millions of US dollars)",75906
"1909","Spain",2018,"Tourism expenditure (millions of US dollars)",81250
"1910","Sri Lanka",1995,"Tourist/visitor arrivals (thousands)",403
"1911","Sri Lanka",2005,"Tourist/visitor arrivals (thousands)",549
"1912","Sri Lanka",2010,"Tourist/visitor arrivals (thousands)",654
"1913","Sri Lanka",2016,"Tourist/visitor arrivals (thousands)",2051
"1914","Sri Lanka",2017,"Tourist/visitor arrivals (thousands)",2116.4
"1915","Sri Lanka",2018,"Tourist/visitor arrivals (thousands)",2334
"1916","Sri Lanka",1995,"Tourism expenditure (millions of US dollars)",367
"1917","Sri Lanka",2005,"Tourism expenditure (millions of US dollars)",729
"1918","Sri Lanka",2010,"Tourism expenditure (millions of US dollars)",1044
"1919","Sri Lanka",2016,"Tourism expenditure (millions of US dollars)",4591
"1920","Sri Lanka",2017,"Tourism expenditure (millions of US dollars)",5083
"1921","Sri Lanka",2018,"Tourism expenditure (millions of US dollars)",5608
"1922","State of Palestine",2005,"Tourist/visitor arrivals (thousands)",88
"1923","State of Palestine",2010,"Tourist/visitor arrivals (thousands)",522
"1924","State of Palestine",2016,"Tourist/visitor arrivals (thousands)",400
"1925","State of Palestine",2017,"Tourist/visitor arrivals (thousands)",503
"1926","State of Palestine",2018,"Tourist/visitor arrivals (thousands)",606
"1927","State of Palestine",1995,"Tourism expenditure (millions of US dollars)",255
"1928","State of Palestine",2005,"Tourism expenditure (millions of US dollars)",52
"1929","State of Palestine",2010,"Tourism expenditure (millions of US dollars)",409
"1930","State of Palestine",2016,"Tourism expenditure (millions of US dollars)",235
"1931","State of Palestine",2017,"Tourism expenditure (millions of US dollars)",225
"1932","State of Palestine",2018,"Tourism expenditure (millions of US dollars)",245
"1933","Sudan",1995,"Tourist/visitor arrivals (thousands)",29
"1934","Sudan",2005,"Tourist/visitor arrivals (thousands)",246
"1935","Sudan",2010,"Tourist/visitor arrivals (thousands)",495
"1936","Sudan",2016,"Tourist/visitor arrivals (thousands)",800
"1937","Sudan",2017,"Tourist/visitor arrivals (thousands)",813
"1938","Sudan",2018,"Tourist/visitor arrivals (thousands)",836
"1939","Sudan",1995,"Tourism expenditure (millions of US dollars)",8
"1940","Sudan",2005,"Tourism expenditure (millions of US dollars)",114
"1941","Sudan",2010,"Tourism expenditure (millions of US dollars)",82
"1942","Sudan",2016,"Tourism expenditure (millions of US dollars)",1009
"1943","Sudan",2017,"Tourism expenditure (millions of US dollars)",1029
"1944","Sudan",2018,"Tourism expenditure (millions of US dollars)",1043
"1945","Suriname",1995,"Tourist/visitor arrivals (thousands)",43
"1946","Suriname",2005,"Tourist/visitor arrivals (thousands)",161
"1947","Suriname",2010,"Tourist/visitor arrivals (thousands)",205
"1948","Suriname",2016,"Tourist/visitor arrivals (thousands)",256
"1949","Suriname",2017,"Tourist/visitor arrivals (thousands)",278
"1950","Suriname",1995,"Tourism expenditure (millions of US dollars)",52
"1951","Suriname",2005,"Tourism expenditure (millions of US dollars)",96
"1952","Suriname",2010,"Tourism expenditure (millions of US dollars)",69
"1953","Suriname",2016,"Tourism expenditure (millions of US dollars)",74
"1954","Suriname",2017,"Tourism expenditure (millions of US dollars)",61
"1955","Suriname",2018,"Tourism expenditure (millions of US dollars)",73
"1956","Sweden",1995,"Tourist/visitor arrivals (thousands)",2310
"1957","Sweden",2005,"Tourist/visitor arrivals (thousands)",4883
"1958","Sweden",2010,"Tourist/visitor arrivals (thousands)",5183
"1959","Sweden",2016,"Tourist/visitor arrivals (thousands)",6782
"1960","Sweden",2017,"Tourist/visitor arrivals (thousands)",7054
"1961","Sweden",2018,"Tourist/visitor arrivals (thousands)",7440
"1962","Sweden",1995,"Tourism expenditure (millions of US dollars)",3471
"1963","Sweden",2005,"Tourism expenditure (millions of US dollars)",6554
"1964","Sweden",2010,"Tourism expenditure (millions of US dollars)",8336
"1965","Sweden",2016,"Tourism expenditure (millions of US dollars)",12764
"1966","Sweden",2017,"Tourism expenditure (millions of US dollars)",14168
"1967","Sweden",2018,"Tourism expenditure (millions of US dollars)",14926
"1968","Switzerland",1995,"Tourist/visitor arrivals (thousands)",6946
"1969","Switzerland",2005,"Tourist/visitor arrivals (thousands)",7229
"1970","Switzerland",2010,"Tourist/visitor arrivals (thousands)",8628
"1971","Switzerland",2016,"Tourist/visitor arrivals (thousands)",9205
"1972","Switzerland",2017,"Tourist/visitor arrivals (thousands)",9889
"1973","Switzerland",2018,"Tourist/visitor arrivals (thousands)",10362
"1974","Switzerland",1995,"Tourism expenditure (millions of US dollars)",11354
"1975","Switzerland",2005,"Tourism expenditure (millions of US dollars)",11952
"1976","Switzerland",2010,"Tourism expenditure (millions of US dollars)",17614
"1977","Switzerland",2016,"Tourism expenditure (millions of US dollars)",19042
"1978","Switzerland",2017,"Tourism expenditure (millions of US dollars)",19654
"1979","Switzerland",2018,"Tourism expenditure (millions of US dollars)",20276
"1980","Syrian Arab Republic",1995,"Tourist/visitor arrivals (thousands)",815
"1981","Syrian Arab Republic",2005,"Tourist/visitor arrivals (thousands)",3571
"1982","Syrian Arab Republic",2010,"Tourist/visitor arrivals (thousands)",8546
"1983","Syrian Arab Republic",2005,"Tourism expenditure (millions of US dollars)",2035
"1984","Syrian Arab Republic",2010,"Tourism expenditure (millions of US dollars)",6308
"1985","Tajikistan",2010,"Tourist/visitor arrivals (thousands)",160
"1986","Tajikistan",2016,"Tourist/visitor arrivals (thousands)",344
"1987","Tajikistan",2017,"Tourist/visitor arrivals (thousands)",431
"1988","Tajikistan",2018,"Tourist/visitor arrivals (thousands)",1035
"1989","Tajikistan",2005,"Tourism expenditure (millions of US dollars)",9.1
"1990","Tajikistan",2010,"Tourism expenditure (millions of US dollars)",141.5
"1991","Tajikistan",2016,"Tourism expenditure (millions of US dollars)",149.6
"1992","Tajikistan",2017,"Tourism expenditure (millions of US dollars)",171.6
"1993","Tajikistan",2018,"Tourism expenditure (millions of US dollars)",170.9
"1994","Thailand",1995,"Tourist/visitor arrivals (thousands)",6952
"1995","Thailand",2005,"Tourist/visitor arrivals (thousands)",11567
"1996","Thailand",2010,"Tourist/visitor arrivals (thousands)",15936
"1997","Thailand",2016,"Tourist/visitor arrivals (thousands)",32530
"1998","Thailand",2017,"Tourist/visitor arrivals (thousands)",35592
"1999","Thailand",2018,"Tourist/visitor arrivals (thousands)",38178
"2000","Thailand",1995,"Tourism expenditure (millions of US dollars)",9257
"2001","Thailand",2005,"Tourism expenditure (millions of US dollars)",12103
"2002","Thailand",2010,"Tourism expenditure (millions of US dollars)",23796
"2003","Thailand",2016,"Tourism expenditure (millions of US dollars)",48459
"2004","Thailand",2017,"Tourism expenditure (millions of US dollars)",57057
"2005","Thailand",2018,"Tourism expenditure (millions of US dollars)",65242
"2006","Timor-Leste",2010,"Tourist/visitor arrivals (thousands)",40
"2007","Timor-Leste",2016,"Tourist/visitor arrivals (thousands)",66
"2008","Timor-Leste",2017,"Tourist/visitor arrivals (thousands)",74
"2009","Timor-Leste",2018,"Tourist/visitor arrivals (thousands)",75
"2010","Timor-Leste",2010,"Tourism expenditure (millions of US dollars)",24
"2011","Timor-Leste",2016,"Tourism expenditure (millions of US dollars)",58
"2012","Timor-Leste",2017,"Tourism expenditure (millions of US dollars)",73
"2013","Timor-Leste",2018,"Tourism expenditure (millions of US dollars)",78
"2014","Togo",1995,"Tourist/visitor arrivals (thousands)",53
"2015","Togo",2005,"Tourist/visitor arrivals (thousands)",81
"2016","Togo",2010,"Tourist/visitor arrivals (thousands)",202
"2017","Togo",2016,"Tourist/visitor arrivals (thousands)",338
"2018","Togo",2017,"Tourist/visitor arrivals (thousands)",514
"2019","Togo",2018,"Tourist/visitor arrivals (thousands)",573
"2020","Togo",2005,"Tourism expenditure (millions of US dollars)",27
"2021","Togo",2010,"Tourism expenditure (millions of US dollars)",105
"2022","Togo",2016,"Tourism expenditure (millions of US dollars)",223
"2023","Togo",2017,"Tourism expenditure (millions of US dollars)",245
"2024","Tonga",1995,"Tourist/visitor arrivals (thousands)",29
"2025","Tonga",2005,"Tourist/visitor arrivals (thousands)",42
"2026","Tonga",2010,"Tourist/visitor arrivals (thousands)",47.1
"2027","Tonga",2016,"Tourist/visitor arrivals (thousands)",59.1
"2028","Tonga",2017,"Tourist/visitor arrivals (thousands)",62.5
"2029","Tonga",2018,"Tourist/visitor arrivals (thousands)",54
"2030","Tonga",2005,"Tourism expenditure (millions of US dollars)",15
"2031","Tonga",2010,"Tourism expenditure (millions of US dollars)",17.3
"2032","Tonga",2016,"Tourism expenditure (millions of US dollars)",52.7
"2033","Tonga",2017,"Tourism expenditure (millions of US dollars)",48.5
"2034","Tonga",2018,"Tourism expenditure (millions of US dollars)",48.1
